_id	Ten Van Ban Quy Pham Phap Luat Ve Danh Muc Thuoc Bao Ve Thuc Va	So Hieu Van Ban	Ngay Ban Hanh	Co Quan Ban Hanh
1	Thông tư ban hành danh mục thuốc bảo vệ thực vật được phép sử dụng tại Việt Nam và Danh mục thuốc bảo vệ thực vật cấm sử dụng tại Việt Nam	09/2023/TT-BNNPTNT	24/10/2023	Bộ Nông nghiệp và Phát triển nông thôn
